full_address,TLA,LocalityName,class_lookup
"13 TALBOT ROAD, Fairlie, Mackenzie, New Zealand",065,Fairlie,Rural
"33 Philip Street, NA, Ashburton, New Zealand",063,NA,Urban
"201 MINA ROAD, Cheviot, Hurunui, New Zealand",058,Cheviot,Rural
"1629 Glenavy-Hilderthorpe Road, Waitaki Bridge, Waitaki Bridge, Waitaki (part), New Zealand",068,Waitaki Bridge,Peri-urban/Uncertain
"5 SWYNCOMBE PLACE, NA, Kaikoura, New Zealand",054,NA,Urban
"2/58 Achilles Street, Dallington, Christchurch City, New Zealand",060,Dallington,Urban
"10 BROADWAY PARADE, Rolleston, Selwyn, New Zealand",062,Rolleston,Urban
"2119 FAIRLIE-TEKAPO ROAD, Burkes Pass, Mackenzie, New Zealand",065,Burkes Pass,Peri-urban/Uncertain
"39 Welsford Street, NA, Waimakariri, New Zealand",059,NA,Urban
"24 OVERBURY CRESCENT, Rolleston, Selwyn, New Zealand",062,Rolleston,Urban
"110 WEST COAST ROAD, Arthur's Pass National Park, Selwyn, New Zealand",062,Arthur's Pass National Park,Peri-urban/Uncertain
"25 Charles Upham Avenue, Hillmorton, Christchurch City, New Zealand",060,Hillmorton,Urban
"107 Otaki Street, NA, Waimakariri, New Zealand",059,NA,Peri-urban/Uncertain
"43 HOPKINS ROAD, Twizel, Mackenzie, New Zealand",065,Twizel,Urban
"31 SOUTH BAY PARADE, NA, Kaikoura, New Zealand",054,NA,Urban
"22 MURRAY PLACE, Lake Tekapo, Mackenzie, New Zealand",065,Lake Tekapo,Peri-urban (disputed)
"40 Aspen Street, NA, Waimakariri, New Zealand",059,NA,Urban
"21 TOTARA DRIVE, Twizel, Mackenzie, New Zealand",065,Twizel,Urban
"1 SCARBOROUGH STREET, NA, Kaikoura, New Zealand",054,NA,Rural
"7 Grace Street, Waimate, Waimate, New Zealand",066,Waimate,Urban
"8 FRASER CRESCENT, Twizel, Mackenzie, New Zealand",065,Twizel,Urban
"101 Thomson Street, NA, Ashburton, New Zealand",063,NA,Urban
"54 Wolseley Road, NA, Ashburton, New Zealand",063,NA,Rural
"116 TORQUAY STREET, NA, Kaikoura, New Zealand",054,NA,Peri-urban/Uncertain
"56 MOODY STREET, Gore Bay, Hurunui, New Zealand",058,Gore Bay,Rural
"0 Stony Creek Road, Tekapo, Waimate, New Zealand",066,Tekapo,Rural
"2/7 Aviemore Street, Glenwood, Timaru, Glenwood, Timaru, New Zealand",064,Glenwood,Urban
"22 Blackford Street, NA, Ashburton, New Zealand",063,NA,Urban
"121 KOORONG ROAD, Albury, Mackenzie, New Zealand",065,Albury,Rural
"217 Butchers Road, NA, Waimakariri, New Zealand",059,NA,Rural
"6 ZIG ZAG ROAD, Windwhistle, Selwyn, New Zealand",062,Windwhistle,Rural
"0 GLEN LYON ROAD, Twizel, Mackenzie, New Zealand",065,Twizel,Peri-urban (disputed)
"0 Te Akatarawa Road, Kirkliston, Waimate, New Zealand",066,Kirkliston,Rural
"5 WILLOW LANE, Leithfield, Hurunui, New Zealand",058,Leithfield,Rural
"381 BLAINSLIE ROAD, Albury, Mackenzie, New Zealand",065,Albury,Rural
"42 Bruces Road, NA, Waimakariri, New Zealand",059,NA,Rural
"30 Luxmoore Road, Waimataitai, Timaru, Waimataitai, Timaru, New Zealand",064,Waimataitai,Urban
"66 LADY ISAAC DRIVE, Rolleston, Selwyn, New Zealand",062,Rolleston,Urban
"21 ASHGROVE COURT, Lincoln, Selwyn, New Zealand",062,Lincoln,Urban
"9A Glandovey Road, Fendalton, Christchurch City, New Zealand",060,Fendalton,Urban
"10 LOCHINVER AVENUE, Lake Tekapo, Mackenzie, New Zealand",065,Lake Tekapo,Peri-urban (disputed)
"11 Monarch Boulevard, NA, Waimakariri, New Zealand",059,NA,Urban
"53 LUDSTONE ROAD, NA, Kaikoura, New Zealand",054,NA,Peri-urban/Uncertain
"214 Mayfield Klondyke Ro, NA, Ashburton, New Zealand",063,NA,Rural
"38 MARYBURN ROAD, Twizel, Mackenzie, New Zealand",065,Twizel,Urban
"53 MURRAY PLACE, Lake Tekapo, Mackenzie, New Zealand",065,Lake Tekapo,Peri-urban (disputed)
"8 Tydvil Street, Moeraki, Moeraki, Waitaki (part), New Zealand",068,Moeraki,Urban
"1326 Tram Road, NA, Waimakariri, New Zealand",059,NA,Rural
"10 SOUTHDOWN PLACE, Kirwee, Selwyn, New Zealand",062,Kirwee,Rural
"6 SUNSET PLACE, Otematata, Waitaki (part), New Zealand",068,Otematata,Peri-urban (disputed)
"CLARENCE VALLEY ROAD, NA, Kaikoura, New Zealand",054,NA,Peri-urban/Uncertain
"15 AIRPORT ROAD, Omarama, Waitaki (part), New Zealand",068,Omarama,Rural
"5 FLINT ROAD, Rolleston, Selwyn, New Zealand",062,Rolleston,Urban
"10 TOWNEND STREET, Waipara, Hurunui, New Zealand",058,Waipara,Peri-urban (disputed)
"12 GLADSTONE STREET, Hawarden, Hurunui, New Zealand",058,Hawarden,Peri-urban (disputed)
"759 ALBURY-FAIRLIE ROAD, Coal Stream, Mackenzie, New Zealand",065,Coal Stream,Rural
"288 MACKENZIE DRIVE, Twizel, Mackenzie, New Zealand",065,Twizel,Urban
"218 Church Street, West End, Timaru, West End, Timaru, New Zealand",064,West End,Urban
"27 CASS CRESCENT, Twizel, Mackenzie, New Zealand",065,Twizel,Urban
"208 BEACH ROAD, NA, Kaikoura, New Zealand",054,NA,Urban
"39 LESLIE STREET, Waiau, Hurunui, New Zealand",058,Waiau,Rural
"26D DENMARK STREET, Fairlie, Mackenzie, New Zealand",065,Fairlie,Peri-urban (disputed)
"21 CANDLESTICKS CRESCENT, Lincoln, Selwyn, New Zealand",062,Lincoln,Urban
"21 MARLOWE PLACE, Rolleston, Selwyn, New Zealand",062,Rolleston,Urban
"17 Westpark Boulevard, NA, Waimakariri, New Zealand",059,NA,Urban
"253 JOWERS ROAD, West Melton, Selwyn, New Zealand",062,West Melton,Peri-urban (disputed)
"19 Eric Batchelor Place, Waimate, Waimate, New Zealand",066,Waimate,Urban
"17 JOLLIES PASS ROAD, Hanmer Springs, Hurunui, New Zealand",058,Hanmer Springs,Urban
"31 Manse Street, Waimate, Waimate, New Zealand",066,Waimate,Urban
"4/301 Hereford Street, Central City, Christchurch City, New Zealand",060,Central City,Urban
"419 Mill Road, NA, Waimakariri, New Zealand",059,NA,Rural
"31 Zinnia Way, Hornby, Christchurch City, New Zealand",060,Hornby,Urban
"2/2 Bella Rosa Drive, Hornby, Christchurch City, New Zealand",060,Hornby,Urban
"34 TEMPLE DRIVE, Twizel, Mackenzie, New Zealand",065,Twizel,Urban
"87 Middle Road, NA, Ashburton, New Zealand",063,NA,Urban
"4963/18 Waimate Highway, Glenavy, Waimate, New Zealand",066,Glenavy,Peri-urban (disputed)
"35 MANSE RD, Kurow, Waitaki (part), New Zealand",068,Kurow,Peri-urban (disputed)
"15 Hayson Drive, NA, Waimakariri, New Zealand",059,NA,Urban
"141 MACKENZIE DRIVE, Twizel, Mackenzie, New Zealand",065,Twizel,Urban
"59 LUDSTONE ROAD, NA, Kaikoura, New Zealand",054,NA,Urban
"20 Salford Avenue, Redwood, Christchurch City, New Zealand",060,Redwood,Urban
"5 COULSON LANE, Lake Tekapo, Mackenzie, New Zealand",065,Lake Tekapo,Peri-urban (disputed)
"159 Ngapara-Georgetown Road, Georgetown, Oamaru, Georgetown, Waitaki (part), New Zealand",068,Georgetown,Peri-urban/Uncertain
"1-2/76 Wilson Street, Seaview, Timaru, Highfield, Timaru, New Zealand",064,Highfield,Urban
"6 Bywell Street, South Hill, Oamaru, South Hill, Waitaki (part), New Zealand",068,South Hill,Urban
"41 King Street, Waimate, Waimate, New Zealand",066,Waimate,Urban
"194 Queen Street, Waimate, Waimate, New Zealand",066,Waimate,Urban
"13 Belmont Avenue, NA, Waimakariri, New Zealand",059,NA,Urban
"3 Ironwood Lane, Westhaven, Christchurch City, New Zealand",060,Westhaven,Urban
"961 LAKE SUMNER ROAD, Hawarden, Hurunui, New Zealand",058,Hawarden,Rural
"4 Balmoral Street, Oamaru North, Oamaru, Oamaru North, Waitaki (part), New Zealand",068,Oamaru North,Urban
"191 Queen Street, Waimate, Waimate, New Zealand",066,Waimate,Urban
"8 Rugby Street, Waimate, Waimate, New Zealand",066,Waimate,Urban
"129 Douglas Street, Highfield, Timaru, Highfield, Timaru, New Zealand",064,Highfield,Urban
"39 Nicolson Road, Hampden, Hampden, Waitaki (part), New Zealand",068,Hampden,Urban
"1/40-42 Church Street, Timaru, Timaru, Timaru, New Zealand",064,Timaru,Urban
"200 KIWA ROAD, NA, Kaikoura, New Zealand",054,NA,Rural
"26 Church Street, RD 21, Geraldine, Woodbury, Timaru, New Zealand",064,Woodbury,Peri-urban (disputed)
"16 MACKENZIE DRIVE, Twizel, Mackenzie, New Zealand",065,Twizel,Urban
"NA, Macraes, Waitaki (part), New Zealand",068,Macraes,Peri-urban/Uncertain
"106 Church Street, NA, Waimakariri, New Zealand",059,NA,Urban
"37 Gray Street, NA, Ashburton, New Zealand",063,NA,Urban
"144 Queen Street, Waimate, Waimate, New Zealand",066,Waimate,Urban
"7 Blackburn Street, NA, Waimakariri, New Zealand",059,NA,Urban
"96 Melcombe Street, NA, Ashburton, New Zealand",063,NA,Urban
"14 BRAHMAN CLOSE, Prebbleton, Selwyn, New Zealand",062,Prebbleton,Urban
"NA, Waianakarua, Waitaki (part), New Zealand",068,Waianakarua,Peri-urban/Uncertain
"55 MOUNT COOK ROAD, Fairlie, Mackenzie, New Zealand",065,Fairlie,Peri-urban (disputed)
"491 West Street, NA, Ashburton, New Zealand",063,NA,Urban
"1 CAMERON PLACE, Ben Ohau, Mackenzie, New Zealand",065,Ben Ohau,Peri-urban/Uncertain
"255 Havelock Street, NA, Ashburton, New Zealand",063,NA,Urban
"41 Kippenberger Avenue, NA, Waimakariri, New Zealand",059,NA,Urban
"342 Temuka-Orari Highway, RD 26, Temuka, Winchester, Timaru, New Zealand",064,Winchester,Rural
"871 Teschemaker Valley Road, Otaio, Waimate, New Zealand",066,Otaio,Rural
"59 Walnut Avenue, NA, Ashburton, New Zealand",063,NA,Urban
"4/7 Brake Street, Upper Riccarton, Christchurch City, New Zealand",060,Upper Riccarton,Urban
"146 Eden Street, Oamaru, Oamaru, Waitaki (part), New Zealand",068,Oamaru,Urban
"19 RHOBORO ROAD, Twizel, Mackenzie, New Zealand",065,Twizel,Urban
"82 South Town Belt, NA, Ashburton, New Zealand",063,NA,Rural
"1-3/23 Preston Street, West End, Timaru, West End, Timaru, New Zealand",064,West End,Urban
"NA, Oamaru North, Waitaki (part), New Zealand",068,Oamaru North,Urban
"2141 Waimate Highway, Makikihi, Waimate, New Zealand",066,Makikihi,Rural
"8 Thackeray Street, Saint Andrews, Waimate, New Zealand",066,Saint Andrews,Peri-urban (disputed)
"14 Tern Street, Oamaru North, Oamaru, Oamaru North, Waitaki (part), New Zealand",068,Oamaru North,Urban
"6 Massey Street, Waimate, Waimate, New Zealand",066,Waimate,Urban
"26 STRUTHERS STREET, Fairlie, Mackenzie, New Zealand",065,Fairlie,Rural
"13 Witham Street, Oamaru North, Oamaru, Oamaru North, Waitaki (part), New Zealand",068,Oamaru North,Urban
"3 ROGERS CRESCENT, Poplars Range, Hurunui, New Zealand",058,Poplars Range,Urban
"NA, Herbert, Waitaki (part), New Zealand",068,Herbert,Rural
"1/8 Lane Street, Woolston, Christchurch City, New Zealand",060,Woolston,Urban
"58 FACTORY ROAD, NA, Kaikoura, New Zealand",054,NA,Rural
"14 MENDIP STREET, Waiau, Hurunui, New Zealand",058,Waiau,Rural
"32 Frome Street, Oamaru North, Oamaru, Oamaru North, Waitaki (part), New Zealand",068,Oamaru North,Urban
"521 MAIN RAKAIA ROAD, Southbridge, Selwyn, New Zealand",062,Southbridge,Rural
"1 CONICAL HILL ROAD, Hanmer Springs, Hurunui, New Zealand",058,Hanmer Springs,Urban
"80 Major Aitken Drive, Huntsbury, Christchurch City, New Zealand",060,Huntsbury,Urban
"3 Hughes Street, Waimate, Waimate, New Zealand",066,Waimate,Urban
"775 RAM PADDOCK ROAD, Broomfield, Hurunui, New Zealand",058,Broomfield,Peri-urban (disputed)
"6 Baker Street, NA, Ashburton, New Zealand",063,NA,Urban
"0 Maude Street, Waimate, Waimate, New Zealand",066,Waimate,Urban
"0 MANUKA TERRACE, Ben Ohau, Mackenzie, New Zealand",065,Ben Ohau,Rural
"420A MANUKA TERRACE, Ben Ohau, Mackenzie, New Zealand",065,Ben Ohau,Rural
"23 Sequoia Way, NA, Waimakariri, New Zealand",059,NA,Urban
"55 Grigg Street, NA, Ashburton, New Zealand",063,NA,Urban
"6 Tranquil Place, NA, Ashburton, New Zealand",063,NA,Urban
"156 Harrison Street, NA, Ashburton, New Zealand",063,NA,Urban
"50 Wilkin Street, Waimate, Waimate, New Zealand",066,Waimate,Urban
"75 ATHELNEY ROAD, NA, Kaikoura, New Zealand",054,NA,Rural
"10 Bethia Road, Halswell, Christchurch City, New Zealand",060,Halswell,Urban
"58 KOTARE PLACE, NA, Kaikoura, New Zealand",054,NA,Urban
"16A Monkton Street, Maheno, Oamaru, Maheno, Waitaki (part), New Zealand",068,Maheno,Rural
"2/19 De Ville Place, Burwood, Christchurch City, New Zealand",060,Burwood,Urban
"114 FAULKS DRIVE, Lincoln, Selwyn, New Zealand",062,Lincoln,Urban
"23 Rothwell Street, Redruth, Timaru, Redruth, Timaru, New Zealand",064,Redruth,Urban
"1 Alde Street, Oamaru North, Oamaru, Oamaru North, Waitaki (part), New Zealand",068,Oamaru North,Urban
"53 Avenue Road, West End, Timaru, West End, Timaru, New Zealand",064,West End,Urban
"10 GLENBROOK CRESCENT, Twizel, Mackenzie, New Zealand",065,Twizel,Urban
"22 Smith Street, NA, Waimakariri, New Zealand",059,NA,Urban
"4 Hakatere Road, NA, Waimakariri, New Zealand",059,NA,Urban
"14 Herbert Street, Waimate, Waimate, New Zealand",066,Waimate,Urban
"85 MAIN STREET, Fairlie, Mackenzie, New Zealand",065,Fairlie,Peri-urban (disputed)
"39 KOWHAI FORD ROAD, NA, Kaikoura, New Zealand",054,NA,Rural
"West Town Belt, NA, Ashburton, New Zealand",063,NA,Rural
"3 Konini Street, Gleniti, Timaru, Gleniti, Timaru, New Zealand",064,Gleniti,Urban
"0 Maclean Street, Morven, Waimate, New Zealand",066,Morven,Peri-urban/Uncertain
"4 Pitman Place, Waimate, Waimate, New Zealand",066,Waimate,Urban
"218 HORSLEY DOWN ROAD, Hawarden, Hurunui, New Zealand",058,Hawarden,Rural
"1 Inky Lord Lane, NA, Ashburton, New Zealand",063,NA,Peri-urban/Uncertain
"208 Wills Street, NA, Ashburton, New Zealand",063,NA,Urban
"18 MINA ROAD, Cheviot, Hurunui, New Zealand",058,Cheviot,Rural
"461 CONSTITUTION ROAD, Culverden, Hurunui, New Zealand",058,Culverden,Rural
"360 DOUGLAS ROAD, Amberley, Hurunui, New Zealand",058,Amberley,Peri-urban (disputed)
"22 Berkshire Drive, Hyde Park, Christchurch City, New Zealand",060,Hyde Park,Urban
"59 BRENLEY DRIVE, Rolleston, Selwyn, New Zealand",062,Rolleston,Urban
"445 TERRACE ROAD, Leithfield, Hurunui, New Zealand",058,Leithfield,Rural
"69 GLENDENE COURT, Rolleston, Selwyn, New Zealand",062,Rolleston,Urban
"23 JB Cullen Drive, NA, Ashburton, New Zealand",063,NA,Urban
"1481 STATE HIGHWAY 1, NA, Kaikoura, New Zealand",054,NA,Rural
"8 Kiwi Drive, Highfield, Timaru, Highfield, Timaru, New Zealand",064,Highfield,Urban
"190 HAMPTONS ROAD, Prebbleton, Selwyn, New Zealand",062,Prebbleton,Peri-urban (disputed)
"73 KOTUKU ROAD, NA, Kaikoura, New Zealand",054,NA,Peri-urban/Uncertain
"4 HASTING STREET, NA, Kaikoura, New Zealand",054,NA,Urban
"15 Fleet Street, Oamaru North, Oamaru, Oamaru North, Waitaki (part), New Zealand",068,Oamaru North,Urban
"20 CHURCHILL STREET, NA, Kaikoura, New Zealand",054,NA,Urban
"2 SEFTON STREET, Twizel, Mackenzie, New Zealand",065,Twizel,Urban
"18 Tawera Lane (Pvt), NA, Waimakariri, New Zealand",059,NA,Peri-urban/Uncertain
"238 BEACH ROAD, NA, Kaikoura, New Zealand",054,NA,Urban
"378 Burnett Street, NA, Ashburton, New Zealand",063,NA,Urban
"81 Domain Avenue, Kensington, Timaru, Kensington, Timaru, New Zealand",064,Kensington,Urban
"169 MT BROWN ROAD, Broomfield, Hurunui, New Zealand",058,Broomfield,Peri-urban (disputed)
"25 MACKENZIES ROAD, Waipara, Hurunui, New Zealand",058,Waipara,Peri-urban (disputed)
"19-19A Konini Street, Gleniti, Timaru, Gleniti, Timaru, New Zealand",064,Gleniti,Urban
"10 Defender Lane, Redcliffs, Christchurch City, New Zealand",060,Redcliffs,Urban
"4 MOORE STREET, Hawarden, Hurunui, New Zealand",058,Hawarden,Peri-urban (disputed)
"12 James Street, Waimate, Waimate, New Zealand",066,Waimate,Urban
"8 PARK LANE, Omarama, Waitaki (part), New Zealand",068,Omarama,Peri-urban (disputed)
"0 MANUKA TERRACE, Ben Ohau, Mackenzie, New Zealand",065,Ben Ohau,Rural
"4 PEMBERTON DR, Amberley, Hurunui, New Zealand",058,Amberley,Urban
"Trevors Road, NA, Ashburton, New Zealand",063,NA,Rural
"10 Lewis Street, Geraldine, Geraldine, Timaru, New Zealand",064,Geraldine,Urban
"17 PLOVER AVENUE, Amberley, Hurunui, New Zealand",058,Amberley,Urban
"3/39 Fortune Street, Mairehau, Christchurch City, New Zealand",060,Mairehau,Urban
"68 Sutherland Drive, NA, Waimakariri, New Zealand",059,NA,Urban
"914 Hunter Makikihi Road, Hunter, Waimate, New Zealand",066,Hunter,Urban
"1 Point Bush Road, Waimate, Waimate, New Zealand",066,Waimate,Urban
"160 McKeown Road, RD 21, Geraldine, Woodbury, Timaru, New Zealand",064,Woodbury,Rural
"2A Cain Street, Parkside, Timaru, Parkside, Timaru, New Zealand",064,Parkside,Urban
"26 Alington Street, NA, Ashburton, New Zealand",063,NA,Urban
"217 NONOTI ROAD, Cheviot, Hurunui, New Zealand",058,Cheviot,Rural
"2 LUCCA CRESCENT, Rolleston, Selwyn, New Zealand",062,Rolleston,Urban
"4A Rugby Street, Highfield, Timaru, Highfield, Timaru, New Zealand",064,Highfield,Urban
"209 CONWAY FLAT ROAD, Conway Flat, Hurunui, New Zealand",058,Conway Flat,Rural
"317 O'NEILLS ROAD, Coal Stream, Mackenzie, New Zealand",065,Coal Stream,Rural
"12 Pembroke Street, Oamaru North, Oamaru, Oamaru North, Waitaki (part), New Zealand",068,Oamaru North,Urban
"3/132A Evans Street, Waimataitai, Timaru, Waimataitai, Timaru, New Zealand",064,Waimataitai,Urban
"NA, Oamaru, Waitaki (part), New Zealand",068,Oamaru,Urban
"14 BRISTOL STREET, Hanmer Springs, Hurunui, New Zealand",058,Hanmer Springs,Urban
"2 GREENBURN WAY, NA, Kaikoura, New Zealand",054,NA,Urban
"1/28 Huxley Street, Gleniti, Timaru, Gleniti, Timaru, New Zealand",064,Gleniti,Urban
"101 Queen Street, Waimate, Waimate, New Zealand",066,Waimate,Urban
"5 Stone Street, NA, Waimakariri, New Zealand",059,NA,Urban
"5A-5B Opie Street, Waimate, Waimate, New Zealand",066,Waimate,Urban
"0 MANUKA TERRACE, Ben Ohau, Mackenzie, New Zealand",065,Ben Ohau,Rural
"15A Nile Street, Highfield, Timaru, Highfield, Timaru, New Zealand",064,Highfield,Urban
"0 STATE HIGHWAY 8 ALBURY, Albury, Mackenzie, New Zealand",065,Albury,Rural
"300 OLD GLEN LYON ROAD, Twizel, Mackenzie, New Zealand",065,Twizel,Peri-urban (disputed)
"1 Robert Coup Road, NA, Waimakariri, New Zealand",059,NA,Urban
"107 Tancred Street, NA, Ashburton, New Zealand",063,NA,Urban
"320 BALCAIRN AMBERLEY ROAD, Amberley, Hurunui, New Zealand",058,Amberley,Peri-urban (disputed)
"123 MT BROWN ROAD, Broomfield, Hurunui, New Zealand",058,Broomfield,Urban
"20 KANUKA LANE, NA, Kaikoura, New Zealand",054,NA,Rural
"NA, NA, Waimakariri, New Zealand",059,NA,Peri-urban/Uncertain
"0 GLEN LYON ROAD, Twizel, Mackenzie, New Zealand",065,Twizel,Peri-urban (disputed)
"593 Singletree Road ASHBURTON DISTRICT, NA, Ashburton, New Zealand",063,NA,Peri-urban/Uncertain
"61 TEKAPO DRIVE, Twizel, Mackenzie, New Zealand",065,Twizel,Urban
"18 Edward Street, Waimate, Waimate, New Zealand",066,Waimate,Urban
"93 LOWES ROAD, Rolleston, Selwyn, New Zealand",062,Rolleston,Urban
"34 Robinson Street, NA, Ashburton, New Zealand",063,NA,Urban
"10 Hayhurst Street, Temuka, Temuka, Timaru, New Zealand",064,Temuka,Urban
"31 D'ARCHIAC DRIVE, Lake Tekapo, Mackenzie, New Zealand",065,Lake Tekapo,Peri-urban (disputed)
"64 MAIN STREET, Fairlie, Mackenzie, New Zealand",065,Fairlie,Rural
"52 Wilkin Street, Waimate, Waimate, New Zealand",066,Waimate,Urban
"150 MACKENZIE DRIVE, Twizel, Mackenzie, New Zealand",065,Twizel,Urban
"64A Morgans Road, Glenwood, Timaru, Glenwood, Timaru, New Zealand",064,Glenwood,Urban
"2/4 Studholme Street, Temuka, Temuka, Timaru, New Zealand",064,Temuka,Urban
"1/17 Bennett Street, Papanui, Christchurch City, New Zealand",060,Papanui,Urban
"2 FOXFORD CLOSE, Lincoln, Selwyn, New Zealand",062,Lincoln,Urban
"131 SOUTH BAY PARADE, NA, Kaikoura, New Zealand",054,NA,Urban
"25 Bridge Street, NA, Ashburton, New Zealand",063,NA,Urban
"NA, Awamoa, Waitaki (part), New Zealand",068,Awamoa,Peri-urban/Uncertain
"179 Moorhouse Avenue, Central City, Christchurch City, New Zealand",060,Central City,Urban
"6 Berkeley Close, NA, Waimakariri, New Zealand",059,NA,Urban
"9 Takutai Place, Diamond Harbour, Christchurch City, New Zealand",060,Diamond Harbour,Urban
"22 FYFFE AVENUE, NA, Kaikoura, New Zealand",054,NA,Urban
"40B MacKenzie Avenue, Woolston, Christchurch City, New Zealand",060,Woolston,Urban
"4 Queens Drive, NA, Ashburton, New Zealand",063,NA,Urban
"0 Pareora River Road, Maungati, Waimate, New Zealand",066,Maungati,Rural
"9 HAYDON PLACE, Amberley, Hurunui, New Zealand",058,Amberley,Urban
"OCEAN RIDGE DRIVE, NA, Kaikoura, New Zealand",054,NA,Peri-urban/Uncertain
"8 EDWARDS LANE, Lake Tekapo, Mackenzie, New Zealand",065,Lake Tekapo,Peri-urban (disputed)
"103 JIMMY ADAMS TERRACE, Lincoln, Selwyn, New Zealand",062,Lincoln,Urban
"111 King Street, NA, Waimakariri, New Zealand",059,NA,Urban
"9 St James Place, NA, Waimakariri, New Zealand",059,NA,Urban
"Sheep Dip Road, RD 21, Geraldine, Kakahu, Timaru, New Zealand",064,Kakahu,Rural
"MILL ROAD, NA, Kaikoura, New Zealand",054,NA,Rural
"190 BEACH ROAD, NA, Kaikoura, New Zealand",054,NA,Urban
"97 Wellington Street, Enfield, Oamaru, Enfield, Waitaki (part), New Zealand",068,Enfield,Peri-urban/Uncertain
"42 KOTUKU ROAD, NA, Kaikoura, New Zealand",054,NA,Urban
"180 BEACH ROAD, NA, Kaikoura, New Zealand",054,NA,Urban
"9 Monkton Street, Maheno, Oamaru, Maheno, Waitaki (part), New Zealand",068,Maheno,Rural
"5 Pitman Place, Waimate, Waimate, New Zealand",066,Waimate,Urban
"48 CHERT STREET, Rolleston, Selwyn, New Zealand",062,Rolleston,Urban
"11 Watson Place, NA, Waimakariri, New Zealand",059,NA,Urban
"3 DOON STREET, Fairlie, Mackenzie, New Zealand",065,Fairlie,Peri-urban (disputed)
"145 Grahams Road, NA, Ashburton, New Zealand",063,NA,Rural
"372 Pleasant Point Highway, RD 5, Timaru, Levels, Timaru, New Zealand",064,Levels,Peri-urban (disputed)
"27 GODLEY STREET, Twizel, Mackenzie, New Zealand",065,Twizel,Urban
"140 Victoria Street, NA, Ashburton, New Zealand",063,NA,Urban
"71 Rhodes Street, Waimate, Waimate, New Zealand",066,Waimate,Urban
"269-271 Stafford Street, Timaru, Timaru, Timaru, New Zealand",064,Timaru,Urban
"15 Rapley Street, NA, Ashburton, New Zealand",063,NA,Urban
"NA, NA, Waimakariri, New Zealand",059,NA,Peri-urban/Uncertain
"8 Selsey Lane, Somerfield, Christchurch City, New Zealand",060,Somerfield,Urban
"Hunter Crescent, Waimate, Waimate, New Zealand",066,Waimate,Urban
"29 GREIG CRESCENT, NA, Hurunui, New Zealand",058,NA,Peri-urban/Uncertain
"44 Spaxton Street, NA, Ashburton, New Zealand",063,NA,Urban
"32 WHITTINGTON DRIVE, Rolleston, Selwyn, New Zealand",062,Rolleston,Urban
"75 SOUTH BAY PARADE, NA, Kaikoura, New Zealand",054,NA,Urban
"2/231A Wainoni Road, Avondale, Christchurch City, New Zealand",060,Avondale,Urban
"26 Kirks Road, Waimate, Waimate, New Zealand",066,Waimate,Peri-urban (disputed)
"783A Burnside Road, Windsor, Oamaru, Windsor, Waitaki (part), New Zealand",068,Windsor,Peri-urban/Uncertain
"594 HURUNUI BLUFF ROAD, Hurunui, Hurunui, New Zealand",058,Hurunui,Rural
"0 RANKIN RISE, Lake Tekapo, Mackenzie, New Zealand",065,Lake Tekapo,Rural
"21 Holmes Street, Waimate, Waimate, New Zealand",066,Waimate,Urban
"48 Somerton Road, NA, Ashburton, New Zealand",063,NA,Rural
"0 CLAYTON ROAD, Fairlie, Mackenzie, New Zealand",065,Fairlie,Rural
"4 TE KEEPA ROAD, NA, Kaikoura, New Zealand",054,NA,Urban
"7 Holly Place, NA, Waimakariri, New Zealand",059,NA,Urban
"57 Kent Street, Marchwiel, Timaru, Marchwiel, Timaru, New Zealand",064,Marchwiel,Urban
"51 BEACH ROAD, NA, Kaikoura, New Zealand",054,NA,Peri-urban/Uncertain
"5 Goldsmith Street, Waimate, Waimate, New Zealand",066,Waimate,Urban
"12 Cameron Street, Seaview, Timaru, Seaview, Timaru, New Zealand",064,Seaview,Urban
"61A Centennial Avenue, Riccarton, Christchurch City, New Zealand",060,Riccarton,Urban
"3 Herbert Street, Waimate, Waimate, New Zealand",066,Waimate,Urban
"6015 Hakataramea Highway, Hakataramea, Waimate, New Zealand",066,Hakataramea,Rural
"NA, Moeraki, Waitaki (part), New Zealand",068,Moeraki,Urban
"7 Benjes Place, NA, Waimakariri, New Zealand",059,NA,Urban
"161 MACKENZIE DRIVE, Twizel, Mackenzie, New Zealand",065,Twizel,Urban
"2 Arahura Road, NA, Waimakariri, New Zealand",059,NA,Urban
"21 GLENCREE ROAD, NA, Kaikoura, New Zealand",054,NA,Rural
"15 ALPINE AVENUE, Hanmer Springs, Hurunui, New Zealand",058,Hanmer Springs,Urban
"42 WILFRED ROAD, Albury, Mackenzie, New Zealand",065,Albury,Rural
"1468 Tram Road, NA, Waimakariri, New Zealand",059,NA,Rural
"36 Sam Holmes Drive, NA, Ashburton, New Zealand",063,NA,Rural
"FARNBOROUGH WAY, Rolleston, Selwyn, New Zealand",062,Rolleston,Urban
"4 SCHOOL LANE, Kirwee, Selwyn, New Zealand",062,Kirwee,Peri-urban (disputed)
"68 TINLINE TERRACE, Mt Lyford (Pte Road), Hurunui, New Zealand",058,Mt Lyford (Pte Road),Peri-urban/Uncertain
"387 Stonyflat Road, NA, Waimakariri, New Zealand",059,NA,Rural
"15 Mountfort Street, Spreydon, Christchurch City, New Zealand",060,Spreydon,Urban
"6 Kandahar Street, Pleasant Point, Pleasant Point, Timaru, New Zealand",064,Pleasant Point,Urban
